FacilityName,FacilityNameNum,Facility,FacilityType,Owner,Developer,EnergyPurchaser,Place,GeneratingCapacity,NumberOfUnits,CommercialOnlineDate,WindTurbineManufacturer,FacilityStatus,Coordinates,capacityNum,lat,lon
Mustang Island Offshore Wind Farm,Mustang Island Offshore Wind Farm,Mustang Island Offshore Wind Farm,Offshore Wind,Baryonyx Corporation,Baryonyx Corporation,,Offshore from Mustang Island TX,"1,200 MW",200,,,Proposed,"27.66°, -97.01°",1200,27.66,-97.01
N.A.T.I.V.E. District Kayenta Wind Project 1,N.A.T.I.V.E. District Kayenta Wind Project 1,N.A.T.I.V.E. District - Kayenta,Community Wind,,,,AZ,,1,2012,SkyStream,In Service,"36.721901°, -110.244672°",0,36.721901,-110.244672
N.A.T.I.V.E. District Kayenta Wind Project 2,N.A.T.I.V.E. District Kayenta Wind Project 2,N.A.T.I.V.E. District - Kayenta,Community Wind,,,,AZ,,1,2012,SkyStream,In Service,"36.721972°, -110.245012°",0,36.721972,-110.245012
N.A.T.I.V.E. District Kayenta Wind Project 3,N.A.T.I.V.E. District Kayenta Wind Project 3,N.A.T.I.V.E. District - Kayenta,Community Wind,,,,AZ,,1,2012,SkyStream,In Service,"36.72162°, -110.244673°",0,36.72162,-110.244673
NCCI Gardner Dept of Correction,NCCI Gardner Dept of Correction,NCCI Gardner Dept of Correction,Community Wind,Department of Corrections - Division of Capital Asset Management for the Commonwealth of MA,Department of Corrections - Division of Capital Asset Management for the Commonwealth of MA,Distributed generation - net metered,Westminster MA,3.3 MW,2,2011,Vestas,In Service,"42.5800093°, -71.93783283°",3.3,42.5800093,-71.93783283
NREL Research Wind Farm I,NREL Research Wind Farm I,NREL Research,Commercial Scale Wind,,National Renewable Energy Laboratory,,South of Boulder CO,1.5 MW,1,2009,GE Energy,In Service,"39.907848°, -105.223407°",1.5,39.907848,-105.223407
NREL Research Wind Farm II,NREL Research Wind Farm II,NREL Research,Commercial Scale Wind,,National Renewable Energy Laboratory,,South of Boulder CO,2.3 MW,1,2009,Siemens,In Service,"39.90849°, -105.223278°",2.3,39.90849,-105.223278
Nantucket School,Nantucket School,Nantucket School,Definition:Small Scale Wind,Nantucket School,,Nantucket School,Nantucket MA,0.1 MW,1,2010,Northern Power Systems,In Service,"41.27214604°, -70.09777308°",0.1,41.27214604,-70.09777308
Nature's Classroom Wind Turbine,Nature's Classroom Wind Turbine,Nature's Classroom Wind Turbine,Definition:Small Scale Wind,Nature's Classroom,,Nature's Classroom,Charlton MA,0.1 MW,1,2009,Northern Power Systems,In Service,"42.113685°, -72.008475°",0.1,42.113685,-72.008475
NedPower Mount Storm II Wind Farm,NedPower Mount Storm II Wind Farm,NedPower Mount Storm II,Commercial Scale Wind,Shell Wind Energy/Dominion Energy,NedPower/Shell Wind Energy/Dominion Energy,Dominion Energy,Grant County WV,100 MW,50,2008,Gamesa,In Service,"39.251507°, -79.178989°",100,39.251507,-79.178989
NedPower Mount Storm Wind Farm,NedPower Mount Storm Wind Farm,NedPower Mount Storm,Commercial Scale Wind,Shell Wind Energy/Dominion Energy,NedPower/Shell Wind Energy/Dominion Energy,Dominion Energy,Grant County WV,164 MW,82,2008,Gamesa,In Service,"39.251507°, -79.178989°",164,39.251507,-79.178989
Nederland High School Wind Project,Nederland High School Wind Project,Nederland Middle/Senior High School,Community Wind,,,,CO,,1,2012,SkyStream,In Service,"39.95356°, -105.52509°",0,39.95356,-105.52509
Neppel Wind Power Project,Neppel Wind Power Project,Neppel Wind Power Project,Commercial Scale Wind,,Alliant Energy,Alliant/IES Utilities,Armstrong IA,1.5 MW,1,2004,Vestas,In Service,"43.402001°, -94.578989°",1.5,43.402001,-94.578989
Nestle Waters,Nestle Waters,Nestle Waters,Community Wind,Foundation Windpower,Foundation Windpower,Nestle Waters,Cabazon CA,3 MW,2,2012,GE Energy,In Service,"33.916949°, -116.749931°",3,33.916949,-116.749931
Nevada High School Wind Farm,Nevada High School Wind Farm,Nevada High School,Community Wind,Nevada High School,Minnesota Windpower,Alliant/IES Utilities,NV - Story County IA,0.5 MW,2,1998,WindWorld,In Service,"42.020791°, -93.435997°",0.5,42.020791,-93.435997
New England Tech Wind Turbine,New England Tech Wind Turbine,New England Tech Wind Turbine,Definition:Small Scale Wind,New England Institute of Technology,,New England Institute of Technology,Warwick RI,0.1 MW,1,2009,,In Service,"41.732743°, -71.451466°",0.1,41.732743,-71.451466
New Harvest,New Harvest,New Harvest,Commercial Scale Wind,Iberdrola Renewables,Iberdrola Renewables,ComEd and Ameren Illinois,Schleswig IA,100 MW,50,2012,Gamesa,In Service,"42.16197194°, -95.44696569°",100,42.16197194,-95.44696569
New London,New London,New London,Commercial Scale Wind,,Shermco Industries,,New London IA,1.5 MW,1,2011,VENSYS,In Service,"40.95478446°, -91.39509201°",1.5,40.95478446,-91.39509201
New Mexico Wind Energy Center,New Mexico Wind Energy Center,New Mexico Wind Energy Center,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Public Service New Mexico,Quay & DeBaca Counties NM,204 MW,136,2003,GE Energy,In Service,"34.548414°, -104.084157°",204,34.548414,-104.084157
Newport Nearshore Windpark,Newport Nearshore Windpark,Newport Nearshore Windpark,Offshore Wind,Delsea Energy,Delsea Energy,,Delaware Bay offshore from Cumberland County NJ,381.6 MW,106,,Siemens,Proposed,"39.2°, -75.24°",381.6,39.2,-75.24
Nine Canyon III Wind Farm,Nine Canyon III Wind Farm,Nine Canyon III,Commercial Scale Wind,Energy Northwest,Energy Northwest/RES Americas,Energy Northwest,,32.2 MW,14,2008,Siemens,In Service,"46.286065°, -119.425532°",32.2,46.286065,-119.425532
Nine Canyon Wind Farm,Nine Canyon Wind Farm,Nine Canyon Wind Farm,Commercial Scale Wind,Energy Northwest,Energy Northwest,Energy Northwest,Benton County,48.1 MW,37,2002,Bonus,In Service,"46.286065°, -119.425532°",48.1,46.286065,-119.425532
Nine Canyon Wind Farm Phase II,Nine Canyon Wind Farm Phase II,Nine Canyon Wind Farm Phase II,Commercial Scale Wind,Energy Northwest,Energy Northwest,Energy Northwest,Benton County,15.6 MW,12,2003,Bonus,In Service,"46.286065°, -119.425532°",15.6,46.286065,-119.425532
No Fossil Fuel - Kingston,No Fossil Fuel - Kingston,No Fossil Fuel - Kingston,Commercial Scale Wind,No Fossil Fuel LLC,No Fossil Fuel LLC,Net-metered,Kingston MA,6 MW,3,2012,Gamesa,In Service,"41.97388106°, -70.72577477°",6,41.97388106,-70.72577477
Noble Altona Wind Park,Noble Altona Wind Park,Noble Altona Wind Park,Commercial Scale Wind,Noble Environmental Power,Noble Environmental Power,,Clinton County NY,97.5 MW,65,2009,GE Energy,In Service,"44.831383°, -73.664024°",97.5,44.831383,-73.664024
Noble Bellmont Wind Farm,Noble Bellmont Wind Farm,Noble Bellmont,Commercial Scale Wind,Noble Environmental Power,Noble Environmental Power,,Franklin County NY,21 MW,14,,GE Energy,Under Construction,"44.766569°, -74.094292°",21,44.766569,-74.094292
Noble Bliss Windpark,Noble Bliss Windpark,Noble Bliss Windpark,Commercial Scale Wind,Noble Environmental Power,Noble Environmental Power,,WY County NY,100.5 MW,67,2008,GE Energy,In Service,"42.571308°, -78.243045°",100.5,42.571308,-78.243045
Noble Chateaugay Wind Farm,Noble Chateaugay Wind Farm,Noble Chateaugay,Commercial Scale Wind,Noble Environmental Power,Noble Environmental Power,,Franklin County NY,106.5 MW,71,2009,GE Energy,In Service,"44.925016°, -73.999879°",106.5,44.925016,-73.999879
Noble Clinton Windpark,Noble Clinton Windpark,Noble Clinton Windpark,Commercial Scale Wind,,Noble Environmental Power,,Clinton County NY,100.5 MW,67,2008,GE Energy,In Service,"44.828665°, -73.668909°",100.5,44.828665,-73.668909
Noble Ellenburg Windpark,Noble Ellenburg Windpark,Noble Ellenburg Windpark,Commercial Scale Wind,Noble Environmental Power,Noble Environmental Power,,Clinton County NY,81 MW,54,2008,,In Service,"44.923427°, -73.99631°",81,44.923427,-73.99631
Noble Wethersfield Wind Farm,Noble Wethersfield Wind Farm,Noble Wethersfield,Commercial Scale Wind,Noble Environmental Power,Noble Environmental Power,,NY,126 MW,84,2009,GE Energy,In Service,"42.684775°, -78.245856°",126,42.684775,-78.245856
Nobles Wind Farm,Nobles Wind Farm,Nobles,Commercial Scale Wind,Nobles Cooperative Electric,Nobles Cooperative Electric,N/A,Brewster MN,2.1 MW,1,2008,Suzlon Energy Company,In Service,"43.703317°, -95.457977°",2.1,43.703317,-95.457977
Nobles Wind Farm II,Nobles Wind Farm II,Nobles Wind Farm II,Commercial Scale Wind,Xcel Energy,EnXco,Xcel Energy,Nobles County MN,201 MW,134,2010,GE Energy,In Service,"43.682956°, -95.728425°",201,43.682956,-95.728425
Nome Wind Farm,Nome Wind Farm,Nome,Commercial Scale Wind,Bering Straits Native Corp. and Sitnasuak Native Corp.,Western Community Energy,,Nome AK,0.9 MW,18,2008,Entegrity,In Service,"64.5011111°, -165.4063889°",0.9,64.5011111,-165.4063889
Norfolk Public Schools Wind Project,Norfolk Public Schools Wind Project,Norfolk Public Schools,Community Wind,,,,NE,,1,,SkyStream,,"42.043221°, -97.41452°",0,42.043221,-97.41452
Norris Public Schools Wind Project,Norris Public Schools Wind Project,Norris Public Schools,Community Wind,,,,NE,,1,,SkyStream,,"40.564331°, -96.633492°",0,40.564331,-96.633492
North Allegheny Wind Farm,North Allegheny Wind Farm,North Allegheny,Commercial Scale Wind,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,FirstEnergy,Juniata Township PA,70 MW,35,2009,Gamesa,In Service,"40.39355°, -78.549095°",70,40.39355,-78.549095
North Dakota Wind I Wind Farm,North Dakota Wind I Wind Farm,North Dakota Wind I,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Basin Electric,Edgeley/Kulm ND,40.5 MW,27,2003,GE Energy,In Service,"46.319182°, -98.890818°",40.5,46.319182,-98.890818
North Dakota Wind II Wind Farm,North Dakota Wind II Wind Farm,North Dakota Wind II,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Otter Tail Power Coop.,Edgeley/Kulm ND,21 MW,14,2003,GE Energy,In Service,"46.292787°, -98.881638°",21,46.292787,-98.881638
North Newton School Corp,North Newton School Corp,North Newton School Corp,Community Wind,North Newton School Corp,Performance Services,Net-metered,Morocco IN,0.9 MW,1,2012,PowerWind,In Service,"41.03259745°, -87.42682815°",0.9,41.03259745,-87.42682815
North Shaokatan Wind Farm,North Shaokatan Wind Farm,North Shaokatan Wind Farm,Commercial Scale Wind,NAE/Enel North America,Northern Alternative Energy,Xcel Energy,Lincoln County MN,11.88 MW,18,2000,Vestas,In Service,"44.393089°, -96.425042°",11.88,44.393089,-96.425042
North Sky River,North Sky River,North Sky River,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Pacific Gas & Electric,Tehachapi CA,160 MW,100,2012,GE Energy,In Service,"35.335578°, -118.186347°",160,35.335578,-118.186347
North Wilkes Middle and High School Wind Project,North Wilkes Middle and High School Wind Project,North Wilkes Middle and High School,Community Wind,,,,NC,,1,,SkyStream,,"36.261246°, -81.148483°",0,36.261246,-81.148483
Northern Arizona University ARD Wind Project,Northern Arizona University ARD Wind Project,Northern Arizona University,Community Wind,,,,AZ,,1,2012,SkyStream,In Service,"35.184861°, -111.65861°",0,35.184861,-111.65861
Northern Arizona University SHRM Wind Project,Northern Arizona University SHRM Wind Project,Northern Arizona University,Community Wind,,,,AZ,,1,2015,SkyStream,In Service,"35.188948°, -111.653825°",0,35.188948,-111.653825
Northern Colorado Wind Energy Center (GE),Northern Colorado Wind Energy Center (GE),Northern Colorado Wind Energy Center (GE),Commercial Scale Wind,NextEra Energy,NextEra Energy,Xcel Energy,Logan County CO,22.5 MW,15,2009,GE Energy,In Service,"40.974539°, -103.025336°",22.5,40.974539,-103.025336
Northern Colorado Wind Energy Center (Siemens),Northern Colorado Wind Energy Center (Siemens),Northern Colorado Wind Energy Center (Siemens),Commercial Scale Wind,NextEra Energy,NextEra Energy,Xcel Energy,Logan County CO,151.8 MW,66,2009,Siemens,In Service,"40.974539°, -103.025336°",151.8,40.974539,-103.025336
Northumberland Schools Wind Project,Northumberland Schools Wind Project,Northumberland Schools,Community Wind,,,,VA,,1,,SkyStream,,"37.917591°, -76.473579°",0,37.917591,-76.473579
Northwestern High School Wind Project,Northwestern High School Wind Project,Northwestern High School,Community Wind,,,,PA,,,2012,SkyStream,In Service,"41.887224301879°, -80.353326514396°",0,41.887224301879,-80.353326514396
Northwestern School Corp,Northwestern School Corp,Northwestern School Corp,Community Wind,Northwestern School Corp,Performance Services,Net-metered,Kokomo IN,0.9 MW,1,2012,PowerWind,In Service,"40.52319489°, -86.20448112°",0.9,40.52319489,-86.20448112
Notrees 1A (Vestas) Wind Farm,Notrees 1A (Vestas) Wind Farm,Notrees 1A (Vestas),Commercial Scale Wind,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,,Ector and Winkler Counties TX,90.75 MW,55,2009,Vestas,In Service,"31.925296°, -102.722819°",90.75,31.925296,-102.722819
Notrees 1B (GE Energy) Wind Farm,Notrees 1B (GE Energy) Wind Farm,Notrees 1B (GE Energy),Commercial Scale Wind,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,,TX,60 MW,40,2009,GE Energy,In Service,"31.9665259°, -102.8975098°",60,31.9665259,-102.8975098
Notrees 1C (Vestas) Wind Farm,Notrees 1C (Vestas) Wind Farm,Notrees 1C (Vestas),Commercial Scale Wind,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,,TX,1.87 MW,1,2009,Vestas,In Service,"31.9685988°, -99.9018131°",1.87,31.9685988,-99.9018131
Notus Falmouth Technology Park,Notus Falmouth Technology Park,Notus Falmouth Technology Park,Commercial Scale Wind,Notus Clean Energy,Notus Clean Energy,,East Falmouth MA,1.65 MW,1,2010,Vestas,In Service,"41.605949°, -70.620722°",1.65,41.605949,-70.620722
Nueces Electric Cooperative,Nueces Electric Cooperative,Nueces Electric Cooperative,Community Wind,Nueces Electric Cooperatie,,,TX,,1,2015,SkyStream,In Service,"27.847322222222°, -97.65075°",0,27.847322222222,-97.65075
OU Spirit Wind Farm,OU Spirit Wind Farm,OU Spirit Wind Farm,Commercial Scale Wind,CPV Renewable Energy,CPV Renewable Energy Company,Oklahoma Gas & Electric,Woodward County OK,101 MW,44,2009,Siemens,In Service,"36.245403°, -99.433011°",101,36.245403,-99.433011
Oak Creek - Phase 2A,Oak Creek - Phase 2A,Oak Creek - Phase 2A,Commercial Scale Wind,Oak Creek Energy Systems,M&N Wind Power/Oak Creek Energy Systems,Southern California Edison Co,Tehachapi CA,1.6 MW,2,1999,NEG Micon,In Service,"35.07665°, -118.25529°",1.6,35.07665,-118.25529
Oak Creek Energy Systems Wind Farm I,Oak Creek Energy Systems Wind Farm I,Oak Creek Energy Systems,Commercial Scale Wind,Oak Creek Energy Systems,Oak Creek Energy Systems,Southern California Edison Co,Tehachapi CA,3.46 MW,36,,Micon,In Service,"35.07665°, -118.25529°",3.46,35.07665,-118.25529
Oak Creek Energy Systems Wind Farm II,Oak Creek Energy Systems Wind Farm II,Oak Creek Energy Systems,Commercial Scale Wind,Oak Creek Energy Systems,Oak Creek Energy Systems,Southern California Edison Co,Tehachapi CA,1.35 MW,1,2002,NEG Micon,In Service,"35.07665°, -118.25529°",1.35,35.07665,-118.25529
Oak Creek Energy Systems Wind Farm III,Oak Creek Energy Systems Wind Farm III,Oak Creek Energy Systems,Commercial Scale Wind,Oak Creek Energy Systems,Oak Creek Energy Systems,Southern California Edison Co,Tehachapi CA,0.8 MW,1,2002,NEG Micon,In Service,"35.07665°, -118.25529°",0.8,35.07665,-118.25529
Oak Creek Phase I Wind Farm,Oak Creek Phase I Wind Farm,Oak Creek Phase I,Commercial Scale Wind,Nichimen America/Oak Creek Energy Systems,M&N Wind Power/Oak Creek Energy Systems,Southern California Edison Co,Tehachapi CA,4.2 MW,7,1997,NEG Micon,In Service,"35.07665°, -118.25529°",4.2,35.07665,-118.25529
Oak Creek Wind Power Phase 2 Wind Farm,Oak Creek Wind Power Phase 2 Wind Farm,Oak Creek Wind Power Phase 2,Commercial Scale Wind,Caithness,M&N Wind Power/Oak Creek Energy Systems,Southern California Edison Co,Tehachapi CA,23.1 MW,33,1999,NEG Micon,In Service,"35.07665°, -118.25529°",23.1,35.07665,-118.25529
Oak Glen Wind Project,Oak Glen Wind Project,Oak Glen Wind Project,Commercial Scale Wind,Minnesota Municipal Power Authority,Avant Energy,Minnesota Municipal Power Authority,Blooming Prairie MN,43.2 MW,24,2011,Vestas,In Service,"43.91659835°, -93.12385082°",43.2,43.91659835,-93.12385082
Oasis Power Partners Wind Farm,Oasis Power Partners Wind Farm,Oasis Power Partners,Commercial Scale Wind,EnXco,EnXco,San Diego Gas & Electric,Tehachapi CA,60 MW,60,2004,Mitsubishi,In Service,"35.07665°, -118.25529°",60,35.07665,-118.25529
Ocotillo,Ocotillo,Ocotillo,Commercial Scale Wind,Duke Energy,Duke Energy,,Big Spring TX,58.5 MW,28,2008,Suzlon Energy Company,In Service,"32.1323035°, -101.4208031°",58.5,32.1323035,-101.4208031
Ocotillo Wind I,Ocotillo Wind I,Ocotillo Wind I,Commercial Scale Wind,Pattern Energy,Pattern Energy,San Diego Gas & Electric,Ocotillo CA,227.78 MW,96,2012,Siemens,In Service,"32.749379°, -116.03876°",227.78,32.749379,-116.03876
Ocotillo Wind I Expansion,Ocotillo Wind I Expansion,Ocotillo Wind I Expansion,Commercial Scale Wind,Pattern Energy,Pattern Energy,San Diego Gas & Electric,Ocotillo CA,42.66 MW,18,,Siemens,Under Construction,"32.76302656°, -116.0466957°",42.66,32.76302656,-116.0466957
Octotillo Wind Farm,Octotillo Wind Farm,Octotillo Wind Farm,Commercial Scale Wind,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,,Howard County TX,58.8 MW,28,2008,Suzlon Energy Company,In Service,"32.209085°, -101.413704°",58.8,32.209085,-101.413704
Odin Wind Farm,Odin Wind Farm,Odin,Commercial Scale Wind,Edison Mission Group/Rahn Group,Edison Mission Group/Rahn Group,Missouri River Energy Services,MN,21 MW,10,2008,Suzlon Energy Company,In Service,"43.808589°, -94.824893°",21,43.808589,-94.824893
Oklahoma Wind Energy Center - A,Oklahoma Wind Energy Center - A,Oklahoma Wind Energy Center - A,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Oklahoma Muncipal Power Authority,Woodward OK,51 MW,34,2003,GE Energy,In Service,"36.6051°, -99.327829°",51,36.6051,-99.327829
Oklahoma Wind Energy Center - B,Oklahoma Wind Energy Center - B,Oklahoma Wind Energy Center - B,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Oklahoma Gas & Electric,Woodward OK,51 MW,34,2003,GE Energy,In Service,"36.58642°, -99.310015°",51,36.58642,-99.310015
Oliver II Wind Farm,Oliver II Wind Farm,Oliver II,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Minnesota Power,ND,48 MW,32,2007,GE Energy,In Service,"47.180446°, -101.225116°",48,47.180446,-101.225116
Oliver Wind Energy Center,Oliver Wind Energy Center,Oliver Wind Energy Center,Commercial Scale Wind,NextEra Energy Resources,NextEra Energy Resources,Minnesota Power,Oliver County ND,50.6 MW,22,2006,Siemens,In Service,"47.180446°, -101.225116°",50.6,47.180446,-101.225116
Olsen Wind Farm,Olsen Wind Farm,Olsen Wind Farm,Commercial Scale Wind,Olsens,Olsens with Dan Juhl,Xcel Energy,Near Ihlen MN,1.5 MW,2,2001,NEG Micon,In Service,"43.91065°, -96.369853°",1.5,43.91065,-96.369853
